go_term,number_of_genes,statistic,p_value
GO:1901135,28,0.4221847781896979,0.6728901511668037
GO:0005680,23,0.4220391828037371,0.6729964177454575
GO:0005007,5,0.42190964640877965,0.6730909687412805
GO:0042053,5,-0.4213022737278626,0.6735343701243646
GO:0034361,21,0.4212159743681715,0.673597380613125
GO:0006231,6,-0.42073673075829815,0.6739473365118887
GO:0002084,6,-0.42001919524847775,0.6744714311375036
GO:0071773,26,-0.4197447718444452,0.6746719143246493
GO:0033386,8,0.419711577440138,0.6746961664460447
GO:0033093,6,-0.41959519699267483,0.6747811976851839
GO:0002639,27,-0.41928491229214343,0.6750079218009186
GO:0032819,7,-0.419213881416592,0.6750598280022004
GO:0014902,5,-0.41915860544227307,0.6751002222925604
GO:0015183,9,-0.4187483887127621,0.6754000275895176
GO:0001558,66,-0.4174514622031136,0.6763482198959809
GO:0001921,14,-0.41727193939400686,0.6764795108025077
GO:0051382,20,0.4172657604121672,0.6764840298692871
GO:0090394,10,-0.4166423085894385,0.6769400581349003
GO:0007214,26,0.41656346252976395,0.6769977390873074
GO:0046951,5,0.4165504756948058,0.67700723997221
GO:0010604,31,0.4162351369702871,0.677237950670291
GO:0006633,85,0.41569251783302485,0.6776350170037457
GO:0004693,30,0.41499858825997155,0.678142936590949
GO:0010907,7,-0.41450327380289265,0.6785055699520001
GO:0048515,9,0.4143276158479492,0.6786341918699212
GO:0006828,7,-0.4138087611418985,0.6790141671886383
GO:0150099,5,0.4137994347282992,0.6790209979919242
GO:0098989,6,0.4137570671627729,0.6790520289555404
GO:0031264,7,-0.41374836873659465,0.6790583999469946
GO:0043276,10,0.41368632350030116,0.6791038444270638
GO:0032963,8,0.41344090174246584,0.6792836128360085
GO:0051020,36,-0.413404434991643,0.6793103258377909
GO:0042030,6,-0.41297430115205974,0.6796254423117625
GO:0045773,29,0.4129027161108348,0.6796778910182083
GO:0016247,8,0.41233929655233426,0.6800907496171571
GO:0038128,8,-0.4111247062144968,0.6809810946849829
GO:0006032,6,-0.4108216946225987,0.6812032840958735
GO:0160195,5,-0.41065538790943457,0.6813252436327696
GO:0080008,32,-0.41048981263237594,0.68144667505217
GO:0070740,10,0.41047769011294694,0.6814555659232147
GO:0030669,66,-0.4102382441791424,0.6816311888894763
GO:0006565,6,-0.4100063133614392,0.6818013163002308
GO:0010142,9,0.4099867364686449,0.6818156772112605
GO:0005143,5,0.40929773132856123,0.6823211802158256
GO:0005154,35,0.40928098961267423,0.682333464900266
GO:0004301,6,0.4086364728426913,0.6828064603900958
GO:0001711,5,-0.408511719623845,0.6828980281997963
GO:0045048,11,-0.4082421786606466,0.6830958849241456
GO:0005262,108,-0.40775535734656687,0.6834532916016074
GO:0005655,7,0.40740716617969164,0.6837089645442065
GO:1904602,5,-0.40722551865249135,0.6838423607232732
GO:0140227,5,-0.40722551865249135,0.6838423607232732
GO:0022850,5,-0.40722551865249135,0.6838423607232732
GO:0019212,11,-0.40718224735356756,0.6838741392473755
GO:0089718,23,0.40712702060044675,0.68391469869308
GO:0051902,7,0.4068636345319571,0.6841081463450557
GO:0044391,5,0.4063323235334957,0.6844984383593478
GO:0070979,39,0.40628619888030765,0.6845323247210164
GO:0060080,9,0.40628500497341,0.6845332018560635
GO:0044572,5,-0.40622514011921623,0.6845771836883832
GO:0051928,26,0.4062046179139792,0.6845922612984381
GO:0002009,40,-0.4060326338114052,0.6847186225047903
GO:0031116,23,0.4058607364356981,0.6848449288082358
GO:0042594,33,-0.4054652144270954,0.6851355828936831
GO:0032437,12,-0.40532780251368666,0.6852365725969931
GO:0098821,8,0.40522123224686857,0.6853148993705123
GO:0034651,5,-0.4051175781716616,0.6853910860531305
GO:0009896,8,-0.40462806022141307,0.685750929393473
GO:0048787,37,-0.40444711118177223,0.6858839625986133
GO:0002503,13,0.4043220239970106,0.6859759320231509
GO:0019899,403,-0.4042563792848213,0.6860241986718945
GO:0010225,8,-0.4038936567613253,0.6862909210877355
GO:0046934,7,-0.4033306788216826,0.6867049756214485
GO:0071380,14,-0.40322122877933736,0.6867854839879195
GO:0070050,20,0.4030972347631628,0.6868766947843075
GO:0006651,7,-0.4025757737553846,0.6872603347469818
GO:0008310,7,-0.4025455775527327,0.6872825526248685
GO:0033165,6,0.4023091142560936,0.687456547833635
GO:0043262,9,0.40178433862308843,0.6878427491035248
GO:0070213,12,-0.40149916843964134,0.6880526502591437
GO:0035909,10,-0.4003717581842722,0.6888827222658715
GO:1900029,15,-0.4000125364131334,0.689147283229256
GO:0030545,14,-0.3999541182564735,0.6891903108416968
GO:0009437,6,-0.3999282009735079,0.6892094004138211
GO:0016601,22,0.39979856459547675,0.6893048880450848
GO:0030502,13,-0.39938045810030265,0.6896128908610464
GO:0001537,5,-0.39936540160532974,0.6896239833558584
GO:0016593,7,0.3991636028557178,0.6897726599571994
GO:0046940,10,0.3991590463528312,0.6897760171299763
GO:0030275,6,-0.39894974346011647,0.6899302353929486
GO:0007052,61,-0.3987527700804994,0.6900753808039256
GO:0030520,21,-0.398635575858142,0.6901617440941388
GO:0010573,6,-0.39833005370163527,0.6903869098150819
GO:0030509,61,-0.39814887836545376,0.6905204465463535
GO:0046822,5,-0.398079200633976,0.690571805640849
GO:0014074,7,0.39750281170986224,0.690996713541769
GO:0120019,8,0.39745350334209445,0.6910330676785863
GO:0031054,14,-0.3974343859577942,0.6910471627599442
GO:0004536,7,0.3973216344939507,0.6911302956129524
GO:0017110,11,0.39629386210811923,0.6918882547101114
GO:0003727,48,-0.3958283492218891,0.6922316616710578
GO:0055131,5,-0.39550679869126854,0.6924689051454598
GO:0048706,22,-0.39536922989312356,0.6925704141162996
GO:0006777,6,-0.39513375915789006,0.6927441755717035
GO:1900246,12,0.39372657998811567,0.6937829152288064
GO:0001725,85,0.39362771718690537,0.6938559146009947
GO:0090435,7,-0.3933961281492012,0.6940269289115606
GO:0160111,30,0.39285093473097993,0.6944295823383998
GO:0042308,14,0.39273657997720557,0.6945140501615509
GO:0031023,12,-0.3923658004075815,0.6947879515534738
GO:1902004,21,0.39195735761154643,0.6950897215600951
GO:0001938,62,-0.39156896739411845,0.6953767209251884
GO:0001574,16,0.39117011240198835,0.6956714986231254
GO:0032886,12,-0.39010552246025354,0.6964585193840518
GO:0046686,15,0.39000706554359393,0.6965313222810938
GO:0140319,8,0.3898270058719527,0.696664472679433
GO:0008559,14,0.3893840548001492,0.6969920655936386
GO:1902425,8,0.389346818994203,0.6970196066196898
GO:2000556,8,0.38931857270727654,0.6970404989200237
GO:0036197,15,0.38930565109088394,0.6970500564400834
GO:0010715,5,0.38929016066305894,0.6970615140541281
GO:0051781,48,0.3890216244757243,0.6972601498886974
GO:0036310,5,-0.38864706017738204,0.6975372492228341
GO:0008595,7,-0.38853453952224226,0.6976204988831096
GO:2001223,6,-0.38821932606325754,0.6978537324489045
GO:0140608,9,0.38758992936438186,0.6983195226744379
GO:0050770,17,-0.38726602886156986,0.698559272216257
GO:0006415,10,-0.3868803390594914,0.6988447971166396
GO:0046983,199,-0.3867705973250304,0.6989260463521612
GO:0042276,11,-0.3862245146908684,0.6993303995569535
GO:0019470,5,-0.3860389304299148,0.6994678369937455
GO:0097021,6,-0.3858384127806718,0.6996163446606402
GO:0021785,6,-0.38567533652843994,0.6997371308991951
GO:0021637,6,-0.38567533652843994,0.6997371308991951
GO:0019722,105,-0.385620577341756,0.6997776912748861
GO:0060562,5,-0.3854315577489978,0.699917705516995
GO:0010760,5,0.38500282409187986,0.7002353231918041
GO:0002151,8,0.38457319650363275,0.7005536557108867
GO:0050772,21,-0.3844596191101467,0.7006378196622454
GO:0007032,38,0.384405478761618,0.7006779404330995
GO:0140896,6,0.38424026550879925,0.7008003770755993
GO:0015204,7,-0.38403530532710634,0.700952280271882
GO:1901992,7,-0.3828576534236815,0.7018253110575083
GO:0019464,5,0.38275197239201086,0.7019036750315478
GO:0097165,8,-0.3824547249841489,0.7021241051668845
GO:1903278,10,-0.3822821400319444,0.7022521007080924
GO:0031274,13,0.3822733331125962,0.7022586324797402
GO:0031665,15,0.3822296170532509,0.7022910554158676
GO:0007263,10,0.3818526379249757,0.7025706724003058
GO:2000679,8,0.3817768140979141,0.7026269181225435
GO:0017147,31,-0.38084079739205506,0.7033213844927177
GO:0003143,7,-0.38062313442743945,0.7034829124218165
GO:0042376,6,0.3803264354552337,0.7037031146132902
GO:0032705,5,0.379643653377906,0.7042099519187343
GO:0004435,25,0.3791006348522878,0.7046131348817684
GO:0042043,14,-0.3789207596615655,0.70474670777124
GO:0038170,6,0.3785652119311292,0.7050107594986892
GO:0010641,5,-0.3782859967970327,0.7052181468382168
GO:0005005,14,-0.37815202777383283,0.7053176602512232
GO:0048813,17,-0.3781386119483493,0.7053276259265598
GO:1902808,13,0.3779965518656696,0.7054331554950783
GO:0045617,6,0.3777172154195233,0.7056406775634853
GO:0030673,15,-0.3774228650685031,0.7058593773178705
GO:0038036,10,-0.377229174067607,0.7060033013051152
GO:0071635,6,-0.37716275616193484,0.7060526561992561
GO:0060354,14,0.37708434459642637,0.7061109251280053
GO:1903053,8,-0.3770314378942703,0.7061502419452179
GO:0051017,37,-0.3770136067102282,0.7061634930972325
GO:0098780,6,-0.37699967990970296,0.7061738427888297
GO:0051525,6,0.37696706465925656,0.7061980810009221
GO:0071625,15,-0.3768864893105484,0.7062579623150274
GO:0036431,6,0.3768692189079174,0.7062707974251565
GO:0071051,8,-0.37669248245115283,0.7064021501708664
GO:1902993,9,0.37661789068785817,0.7064575903270414
GO:0006703,12,-0.3764515985335378,0.7065811921936145
GO:0035976,5,-0.3762495119257226,0.7067314098271423
GO:0005178,148,0.37560966951246644,0.7072071010826328
GO:1903288,5,-0.3753920446114868,0.7073689205220146
GO:0014731,11,-0.37531204009753194,0.7074284128359584
GO:0038026,9,0.3746205535501415,0.7079426849165251
GO:0021707,6,0.37396646161818964,0.7084292685169602
GO:0015012,30,-0.37354833550907224,0.7087403778576199
GO:2001240,29,0.3734450944706296,0.7088172024791987
GO:0000379,5,-0.37321264852113745,0.7089901830265242
GO:0004532,5,-0.3726052758402204,0.7094422456246161
GO:0035589,15,-0.3718528091205121,0.7100024424334554
GO:2000563,5,-0.37156916950218544,0.710213647300754
GO:0051490,5,-0.371461986087906,0.7102934644395914
GO:0098640,5,0.3710689802355479,0.7105861544650928
GO:0006527,5,0.37042587974987107,0.7110651938381207
GO:0006552,7,0.369994071093964,0.7113869080117105
GO:0021983,12,0.36987834123773716,0.7114731399737357
GO:0009612,56,0.36968292672295056,0.7116187544865369
GO:0042407,14,-0.3696746233452253,0.7116249420404177
GO:1904628,10,-0.3696497251211009,0.711643495941473
GO:0045745,13,-0.36895548062864336,0.7121609085388096
GO:0030036,215,0.36877821325923277,0.7122930451638254
GO:0010455,6,0.36868279104587615,0.7123641772808588
GO:0007007,20,0.3686675387661496,0.7123755472653174
GO:0090238,5,-0.36842512268332084,0.7125562676582812
GO:0061024,34,-0.36798090108199366,0.7128874752854968
GO:0048738,13,0.36784750621234114,0.7129869438729624
GO:0032354,5,-0.36774629439288414,0.7130624177736427
GO:0042092,8,0.3671734837569388,0.713489616981896
GO:1900027,5,-0.3666744602500894,0.7138618593764421
GO:0050769,24,-0.3662963829445275,0.714143928327079
GO:0071636,9,-0.36599205711520544,0.7143710025150845
GO:0006790,28,0.3658401148821516,0.7144843844141633
GO:1904861,11,0.36582083702959695,0.71449877032883
GO:0071107,5,-0.36556689830253475,0.7146882791642764
GO:0070851,5,0.36524534805969633,0.7149282702149977
GO:0002116,14,0.365190354000118,0.7149693182012871
GO:0090205,7,-0.36507209006170116,0.7150575941011014
GO:0045746,36,0.36479408329843804,0.7152651220465298
GO:0010659,5,-0.36453079196449983,0.7154616845473054
GO:0030318,12,-0.3643660307335394,0.7155846981161231
GO:0070293,11,0.36430320811264283,0.7156316045103555
GO:0005245,43,-0.3635928342503819,0.7161620785101328
GO:0016462,16,0.3635846594465093,0.7161681838695859
GO:0042478,6,-0.36349696622490174,0.7162336787705341
GO:0055003,11,0.3632191874576757,0.716441155480883
GO:0030976,8,-0.36304952586567696,0.7165678883126366
GO:0006816,157,0.3625959863727005,0.7169067089297734
GO:0032588,114,-0.36234783094023815,0.7170921191907154
GO:2000648,20,-0.36227115518185754,0.7171494111429133
GO:0006685,6,-0.36222497145749294,0.7171839202846608
GO:0016303,10,-0.3619439520254864,0.717393914479302
GO:0015820,10,-0.3613123312799442,0.7178659764658262
GO:0002021,7,-0.35996893181352685,0.7188703671427661
GO:0019705,6,0.3598440581749072,0.718963753441426
GO:0045785,60,0.3595893977569038,0.7191542133171718
GO:0030943,7,-0.35882147611275395,0.7197286455059304
GO:0004691,6,-0.3587351396597303,0.7197932380907268
GO:0001942,13,-0.35862915906870657,0.7198725301650852
GO:0006402,38,-0.35851482982108,0.7199580718784084
GO:0099151,15,-0.35720562496098013,0.7209378752093347
GO:0006824,8,-0.3571742981849751,0.7209613256552023
GO:0016528,10,0.35701731021025745,0.7210788469028209
GO:0045618,19,-0.35694000197720727,0.721136722291277
GO:0043547,79,-0.3564748956213858,0.7214849493167446
GO:0160001,8,0.3562986632902551,0.7216169102694125
GO:0061734,5,-0.35542020175074435,0.7222748167394086
GO:0031507,133,-0.35516900959601727,0.7224629799484789
GO:0060997,17,-0.35494218297780794,0.7226329058275417
GO:0008610,30,0.3549168773031946,0.722651864279112
GO:0050850,32,0.3539674689512617,0.723363262949577
GO:0051492,13,-0.35390918805525906,0.7234069410495783
GO:0010906,20,-0.3535163284882735,0.7237013896617654
GO:0042129,12,-0.35327221754308286,0.7238843716465946
GO:0031346,7,0.3532351786221489,0.7239121368576622
GO:0000253,6,0.3529622403307211,0.7241167487601454
GO:0036019,10,0.35287387811950083,0.7241829949182409
GO:0015825,7,0.3522990963399394,0.7246139657770172
GO:0015194,7,0.3522990963399394,0.7246139657770172
GO:0043382,9,0.3520106971511886,0.7248302401184779
GO:0035312,6,0.3518859370659906,0.7249238061505554
GO:0032934,7,0.35133281785507803,0.7253386771422787
GO:0042985,23,-0.3511439312115578,0.7254803713846818
GO:1990410,6,0.35077701855081367,0.7257556395731086
GO:2000463,30,0.35032102034559753,0.7260977916152085
GO:0052659,6,0.35028778979411795,0.7261227278444913
GO:0008417,11,-0.3499700461191877,0.7263611775758515
GO:0051378,10,-0.34984209854089837,0.7264572029194504
GO:0044320,10,0.3490588888164261,0.7270450996526259
GO:0034620,16,-0.34894299614718555,0.7271321052379354
GO:0015175,18,0.34831689044504405,0.7276022104026716
GO:0015129,6,0.3482982595168888,0.7276162008192875
GO:0035873,6,0.3482982595168888,0.7276162008192875
GO:0032405,6,-0.3482656442664424,0.727640692621853
GO:0050771,8,-0.3477682846384669,0.7280142098375793
GO:0038043,8,0.3477682846384669,0.7280142098375793
GO:0031591,6,-0.34771118500885395,0.7280570958111316
GO:0035516,5,0.3476672681178622,0.7280900811687632
GO:1904044,10,-0.3471892914096213,0.7284491152931487
GO:0006388,13,-0.34710622513916334,0.7285115169353609
GO:0141163,17,-0.34649302422162076,0.7289722257878455
GO:0042693,5,-0.3464525227560281,0.7290026587139198
GO:0006531,5,-0.34623815592746915,0.7291637417200759
GO:0110076,18,-0.34620759108144067,0.7291867102274766
GO:0090482,5,0.3459880612941504,0.7293516870049557
GO:0006164,22,-0.3451473887295193,0.7299835687970262
GO:0042756,14,-0.3450965566013277,0.7300217820601921
GO:0071361,11,0.3448390150190096,0.7302154003127412
GO:0050996,9,-0.34476702113173613,0.7302695279712444
GO:0009651,5,-0.3447375881275565,0.7302916571757592
GO:0055010,19,0.3446949361739629,0.7303237254459827
GO:1903566,6,0.34458012096600155,0.7304100526765795
GO:0030857,7,-0.34453867225839624,0.730441217959859
GO:0040019,17,-0.34449700735949396,0.7304725462459274
GO:1904841,5,0.3444874934942377,0.7304796998867087
GO:0090611,5,-0.3433799315466831,0.7313126550689822
GO:0072538,13,0.3431618362171274,0.7314767136318092
GO:0007422,17,-0.3431404910454272,0.7314927708399004
GO:0140492,9,-0.342716421670347,0.7318118074112596
GO:0072657,34,0.3426941208482316,0.7318285860863425
GO:0030017,61,0.34225307063893784,0.7321604494339359
GO:0098793,232,0.3417067349850157,0.732571603107836
GO:0005788,334,0.3408641381282883,0.7332058633619845
GO:0034105,6,-0.3407641366637751,0.7332811510292363
GO:0031113,15,-0.340495457117007,0.7334834433348558
GO:0000455,6,-0.34034013840797217,0.7336003932422432
GO:0090407,5,-0.3403073403373381,0.7336250899072625
GO:0019082,31,-0.339834459932603,0.7339811954100051
GO:0048489,19,0.3397272522927066,0.7340619367446648
GO:0032438,24,0.3396931233558681,0.7340876409022752
GO:0022409,17,-0.339477896997447,0.7342497451755633
GO:0097681,9,0.33938752644081915,0.734317814038125
GO:0021675,10,0.33925613484561157,0.7344167844697368
GO:0050693,7,0.3389221785651393,0.7346683561607787
GO:0030705,14,-0.3387758721910813,0.7347785787865365
GO:0005827,5,-0.3387353169279058,0.7348091328148838
GO:0008504,10,0.3384476602913176,0.7350258631923874
GO:0002115,10,0.33794236369488384,0.7354066220600177
GO:0016050,15,0.33791672751145563,0.7354259415654005
GO:0006721,5,0.33769921058987085,0.735589869708754
GO:0072574,5,0.33727047693275297,0.7359130132132521
GO:0016805,12,0.337173503183543,0.7359861103814231
GO:0023052,45,-0.33694956877838755,0.7361549174709469
GO:0038063,6,0.3367850761093168,0.7362789240789066
GO:0097441,6,-0.3367524608588704,0.7363035126569932
GO:0010043,23,0.33674827965441495,0.7363066648789702
GO:1902751,6,-0.33668723035797765,0.7363526906233364
GO:1905652,5,0.3365559208375564,0.7364516895384612
GO:0005127,6,0.33652415410574577,0.7364756402641032
GO:0060253,8,0.3363567847201806,0.7366018336843184
GO:0030496,178,-0.3363166383306776,0.7366321043758035
GO:0061523,6,-0.33616538635083554,0.736746153221085
GO:0055062,13,0.33613727841777125,0.7367673481434127
GO:0022407,19,0.33556612963202326,0.7371980689923334
GO:0016973,23,-0.33553198039090637,0.737223824601288
GO:0030552,25,-0.33534288694007647,0.7373664456140614
GO:0008194,40,-0.3346600554364148,0.7378815367077882
GO:0070922,10,0.3346326709882429,0.737902196508559
GO:0050815,6,-0.33453462382851656,0.7379761683221379
GO:0000183,7,-0.33439274816735143,0.7380832109039764
GO:0032436,72,-0.3341083900110374,0.7382977692005415
GO:0035686,9,-0.333981400588066,0.7383935938017909
GO:0046923,5,-0.33234003987589705,0.7396325089487186
GO:0071897,34,-0.332195652740339,0.7397415261652183
GO:0042552,45,0.3311470779723382,0.74053339266488
GO:0036010,10,-0.33107032998338504,0.7405913623001583
GO:0032183,11,-0.3308431038959887,0.7407630003628025
GO:0016799,9,0.33073239884404687,0.7408466274814878
GO:0008238,7,0.3306786152411654,0.7408872569741283
GO:0005608,5,-0.33051792183314593,0.7410086531393668
GO:0032835,9,-0.3303063002546673,0.7411685329319642
GO:0034109,8,0.3301990941702142,0.7412495312370757
GO:0060760,7,0.3301048873907789,0.7413207104360173
GO:0090656,12,-0.32981606782438366,0.7415389457366212
GO:0005160,16,-0.3297470364873627,0.7415911096672709
GO:0005315,6,0.32915310750486393,0.742039964585443
